id,URL,name,sponsor,event,venue,street,city,state,country,place 5,physical_description,occasion,notes,call_number,keywords,language,date,location,location_type,currency,currency_symbol,status,page_count,dish_count
23890,http://api.menus.nypl.org/dishes/23890,,HAMBURG-AMERIKA LINIE,"DAILY MENU, DINNER",COMMERCIAL,"ON BOARD ""KAISERIN AUGUSTE VICTORIA""",,,,,BROADSIDE; COL; 8.5X12.5;,,"""THIS WAS OBTAINED ON BOARD THE 'KAISERIN AUGUSTE VICTORIA' 18, JULY, 1906 BUTTOLPH"" WRITTEN ON BACK; RITZ CARLTON RESTAURANT PRICED MENU; MENU IN FRENCH;",1906-576,,,07/14/1906,Hamburg Amerika Linie,,Deutsche Marks,DM,complete,2,65
23891,http://api.menus.nypl.org/dishes/23891,,COMPAGNIE GENERAL TRANSATLANTIQUE,"DAILY MENU, DINNER",COMMERCIAL,"ABOARD PAQUEBOT ""LA TOURAINE""",,,,,CARD; ILLUS; COL; 6 X 8;,,MOET & CHANDON CHAMPAGNE LISTED; MENU IN FRENCH AND ENGLISH; PHOTOS OF STEAMER AND CATHEDERAL;,1906-700,,,09/14/1906,Compagnie General Transatlantique,,,,complete,2,40
23892,http://api.menus.nypl.org/dishes/23892,,ST. REGIS HOTEL,LUNCHEON/DEJEUNER FOURCHETTE,COMMERCIAL,NEW YORK, NY,,,,CARD; 5X8;,,FRENCH AND ENGLISH;,1906-180,,,02/16/1906,St. Regis Hotel,,Dollars,$,complete,2,201
23894,http://api.menus.nypl.org/dishes/23894,,THE GRAND,DAILY MENU,COM,PUEBLO,COLORADO,,,,CARD; 3.5X5.5,,,1889-076,,,09/26/1889,The Grand,,,,complete,2,27
23895,http://api.menus.nypl.org/dishes/23895,,BASS ROCK HOTEL,FOURTH OF JULY DINNER,COM,[GLOUCESTER,MASS],,,,FOLDER; 4X5,PATRIOTIC HOLIDAY,"HANDWRITTEN ""GIFT OF W.C.GREEN""ON FRONT COVER,GLOUCESTER, MASS JON MENU CARD",1888-059,,,07/04/1888,Bass Rock Hotel,,,,complete,4,38
23896,http://api.menus.nypl.org/dishes/23896,,SHEET METAL WARE MANUFACTURERS,DINNER,PROF,WALDORF-ASTORIA [NEW YORK],,,,,CARD; ILLUS; COL; 5.5 X 7.25;,ANNIVERSARY;,"WINES WITH EACH COURSE; MENU IN FRENCH; ILLUSTRATION OF ""BATHING BEAUTY:""",1907-406,,,04/17/1907,Sheet Metal Ware Manufacturers,,,,complete,2,20
23898,http://api.menus.nypl.org/dishes/23898,,NORDDEUTSCHER LLOYD BREMEN,MITTAGESSEN - DINNER,COMMERCIAL,"DAMPFER ""BARBAROSSA""",,,,,CARD; ILLUS; COL; 5.25X7.5;,,GERMAN & ENGLISH; ILLUSTRATION OF PASSENGERS SROLLING AND CHATTING ON DECK; THIS DUPLICATION OF MENUS ON SAME DATES INDICATES ANOTHER STEAMSHIP CLASS (NO MUSICAL CONCERT INCLUDED);,1901-931,,,04/15/1901,Norddeutscher Lloyd Bremen,,,,complete,2,18
23899,http://api.menus.nypl.org/dishes/23899,,TAMPA BAY HOTEL,DINNER,COMMERCIAL,TAMPA,FL,,,,FOLDER;ILLUS;COL;4.5X7.5,DAILY;,HOTEL EMBLEM;,1901-315,,,02/08/1901,Tampa Bay Hotel,,,,complete,4,49
23900,http://api.menus.nypl.org/dishes/23900,,GRAND LODGE OF NORWAY,DINNER,SOC,CHRISTIANIA, NORWAY [OSLO],,,,FOLDER; 3.75X5.75;,COMPLIMENTARY/TESTIMONIAL,MENU IN FRENCH; MUSIC PROGRAM; SPON AND EVNT NOTED BY FEB;,1908-110,,,02/02/1908,Grand Lodge Of Norway,,,,complete,4,9
23902,http://api.menus.nypl.org/dishes/23902,,CHAMBER OF COMMERCE OF THE STATE OF NEW YORK,122ND ANNUAL MEAL,COM,DELMONICO'S,[NEW YORK],,,,FOLDER; 5X6.75,ANNUAL MEETING,"FRENCH MENU, ONLY HOT ITEMS ARE BEVERAGE,ALL OTHER ITEMS ARE COLD; TWO COPIES",1890-063,,,05/01/1890,Chamber Of Commerce Of The State Of New York,,,,complete,4,23
23903,http://api.menus.nypl.org/dishes/23903,,CITIZENS OF OTTAWA,"FAREWELL BANQUET TO THE EARL OF ABERDEEN,GOV. GENERAL OF CANADA",POL,THE RUSSELL [OTTAWA,CANADA],,,,BOOKLET; ILLUS; COL; 5.5 X 7.5;,COMPLIMENTARY/TESTIMONIAL,ALL SUBSCRIBERS & COMMITTEE MEMBERS LISTED; MUSICAL PROGRAM INCLUDED; MENU IN FRENCH;,1898-299,,,11/01/1898,Citizens Of Ottawa,,,,complete,12,24
23904,http://api.menus.nypl.org/dishes/23904,,WINDSOR HOTEL,DINNER,COMMERCIAL,NEW YORK,,,,,FOLDER; 4.5 X 6;,,STATEMENT THAT ALL DRINKING WATER AND ICE ARE FILTERED OR MADE FROM DISTILLED WATER; ILLUSTRATION OF HOTEL ON BACK COVER;,1898-179,,,05/19/1898,Windsor Hotel,,,,complete,4,58
23905,http://api.menus.nypl.org/dishes/23905,,NEW YORK POST OFFICE CLERKS ASSOCIATION,BANQUET IN HONOR OF CONGRESSMEN FROM GREATER NEW YORK,PROF,TERRACE GARDEN,,,,,FOLDER; ILLUS; 4 X 7.25;,COMPLIMENTARY/TESTIMONIAL,COCKTAILS AND WINE; FLAG; LYRICS TO STAR SPANGLED BANNER;,1907-410,,,04/17/1907,New York Post Office Clerks Association,,,,complete,4,25
23906,http://api.menus.nypl.org/dishes/23906,,SQUADRON A,NINTH ANNUAL DINNER,MIL,DELMONICO'S [NY],,,,,FOLDER; ILLUS; 4.75 X 7;,ANNIVERSARY;,FRENCH; PHOTO OF OFFICER ON COVER; DRAWING OF ARMORY;,1898137,,,04/02/1898,Squadron A,,,,under review,4,23
23908,http://api.menus.nypl.org/dishes/23908,,?,SUPPER AT A BALL,,?,,,,,CARD; ILL; 3.25X5,,"COAT OF ARMS TOP CENTER, DECORATIVE BORDER,FRENCH",1885-018,,,07/24/1885,?,,,,complete,2,19
23909,http://api.menus.nypl.org/dishes/23909,,CURRY & BURLINGAME,SPECIAL BILL OF FARE,COMMERCIAL,NEW YORK, NY,,,,BROADSIDE; 5.5X7;,,NO ITEM MORE THAN 20C;,1901-0997,,,04/26/1901,Curry & Burlingame,,Dollars,$,complete,2,33
23910,http://api.menus.nypl.org/dishes/23910,,(J.EDWARD SIMMONS?),"[DINNER TO MEET CHARLES SCHWAB,PRESIDENT OF CARNEGIE STEEL CO.]",,UNIVERSITY CLUB,,,,,CARD;ILLUS;4.5X6.5;,COMPLIMENTARY/TESTIMONIAL,SPONSOR AND EVENT HANDWRITTEN ON BACK IN PENCIL;FRENCH MENU;MONOGRAM;,1900-5003,,,12/12/1900,J. Edward Simmons,,,,under review,2,17
23911,http://api.menus.nypl.org/dishes/23911,,HAMBURG AMERIKA LINIE,DINNER,COMMERCIAL,SCHNELLDAMFERS AUGUSTE VICTORIA,,,,,BROADSHEET; 6.75X9.0; ILLUS; COLOR;,,"ILLUS, ALGIERS IN BACKGROUND; SAILING SHIPS IN FOREGROUND; CONCERT PROGRAMM LISTED;",1900-759,,,02/06/1900,Hamburg Amerika Linie,,,,complete,4,28
23912,http://api.menus.nypl.org/dishes/23912,,?,DINNER,,THE BASS ROCK,GLOUCESTER,MA.,,,FOLDER; 3.5 X 4.5;,[COMPL.],,1888-060,,,07/17/1888,Bass Rock Hotel,,,,complete,4,26
23913,http://api.menus.nypl.org/dishes/23913,,HOTEL LINCOLN,DINNER,COMMERCIAL,BROADWAY & 52ND ST., NEW YORK, [NY];,,,FOLDER; 7.0X12.0;,,PRICE MENU; PRICED WINE LIST;,1900-470,,,01/23/1900,Hotel Lincoln,,Dollars,$,complete,4,549
23914,http://api.menus.nypl.org/dishes/23914,,NEW YORK LIFE INSUANCE COMPANY,LUNCHEON TO CHICAGO AGENTS AND JOHN A. MCCALL,PROF,AUDITORIUM ANNEX HOTEL, [CHICAGO, IL],,,FOLDER; 8 X 5.5;,COMPLIMENTARY/TESTIMONIAL,CHEER FOR NYLIC ON INSIDE COVER;,1905-256,,,04/06/1905,New York Life Insuance Company,,,,complete,4,13
23915,http://api.menus.nypl.org/dishes/23915,,RED STAR LINE,LUNCH,COMMERCIAL,SS WESTERNLAND, EN ROUTE,,,,BROADSIDE; ILLUS; COL; 5 X 8;,DAILY,ALL HANDWRITTEN;,1900-819,,,02/08/1900,Red Star Line,,,,complete,2,22
23916,http://api.menus.nypl.org/dishes/23916,,TOWN OF ABINGTON,150TH ANNIVERSARY OF INCORPORATION OF TOWN OF ABINGTON,GOV,ABINGTON,,,,,"BROADSIDE, 5 X 7.5",PATRIOTIC HOLIDAY. [LOCAL],"BILL OF FARE ""BY AGREEMENT""",1862-002,,,06/10/1862,Town Of Abington,,,,complete,2,13
23917,http://api.menus.nypl.org/dishes/23917,,HOTEL ST. JAMES,THANKSGIVING DINNER,COMMERCIAL,BRADFORD, PA,,,,FOLDER; ILLUS; COLOR; 4.5 X 6.5;,SECULAR HOLIDAY;,"ILLUS. GOLD EMBOSSED, BARN DOOR WITH HANGING TURKEY;",1899-789,,,11/30/1899,Hotel St. James,,,,under review,4,37
23918,http://api.menus.nypl.org/dishes/23918,,SEATTLE CHAMBER OF COMMERCE,BANQUET IN HONOR OF K. ISHII,GOVT,HOTEL BUTLER,,,,,FOLDER; 4.5 X 7.25;,COMPLIMENTARY/TESTIMONIAL,WINES; SEAL;,1907-786,,,09/04/1907,Seattle Chamber Of Commerce,,,,complete,4,22
23919,http://api.menus.nypl.org/dishes/23919,,NEW GLADSTONE,BREAKFAST,COMMERCIAL,NARRAGANSETT PIER R.I.,,,,,CARD;ILL;COL;5X7;,DAILY;,,1899-560,,,08/27/1899,New Gladstone,,,,complete,2,67
23920,http://api.menus.nypl.org/dishes/23920,,NORDDEUTSCHER LLOYD BREMEN;,DAILY LUNCH;,COMMERCIAL,KONIGIN LUISE;,,,,,CARD;ILL;COL;5.25X8;,,"POSTCARD ATTACHED WITH PERFORATION FOR DETACHING;TWO LISTINGS,GERMAN AND ENGLISH;ONE OF THREE OF SAME DATE,SIMILAR TO THIRD (SEE 1899-241)WITH FEWER ITEMS;",1899-240,,,03/12/1899,Norddeutscher Lloyd Bremen,,,,complete,2,26
23921,http://api.menus.nypl.org/dishes/23921,,LYDIA F. WADLEIGH AAOCIATION,SECOND ANNUAL BREAKFAST,SOC,HOTEL MANHATTAN, NY,,,,BOOKLET; 5 X 6.75;,ANNIVERSARY;,FRENCH; ORNAMENTAL LETTER; RED CORD;,1899-165,,,02/04/1899,Lydia F. Wadleigh Aaociation,,,,complete,10,13
23922,http://api.menus.nypl.org/dishes/23922,,HAMBURG-AMERIKA LINIE,HAUPTMAHLZEIT-DINNER,COMMERCIAL,"AN BORD DER ""AMERIKA""",,,,,FOLDER; ILLUS; COL; 4.75X7;,,MENU IN GERMAN AND ENGLISH; ONE OF SEVERAL MENUS FOR DIFFERENT PASSENGER CLASSES ON THIS OCEAN LINER; MUSIK-PROGRAMM ON BACK COVER; DECORATIVE BORDER;,1906-617,,,07/23/1906,Hamburg Amerika Linie,,,,complete,4,26
23923,http://api.menus.nypl.org/dishes/23923,,CHAMBRE DE COMMERCE FRANCAISE DE NEW YORK,DINNER TO DELEGATES OF THE GRANDES COMPAGNIES FRANCAISES DE CHEMINS DE FER,PROF,SHERRYS, NY,,,,FOLDER;PHOTO OF LOCOMOTIVE;8X10;,COMPLIMENTARY/TESTIMONIAL,INVITATION & MENU ALL IN FRENCH;,1905-325,,,04/30/1905,Chambre De Commerce Francaise De New York,,,,complete,4,19
23924,http://api.menus.nypl.org/dishes/23924,,FRIENDS OF E.C.STANTON AND ANTON SEIDL,DINNER,,LIEDERKRANZ HALLE,,,,,FOLDER; COLOR; ILLUS; 5.5 X 8;,COMPLIMENTARY/TESTIMONIAL,GREEN;  WINE AND GAME MOTIF ON COVER; OPERATIC NAMES FOR MENU ITEMS; GEMAN;,1891-035,,,04/02/1891,Friends Of E.C.Stanton And Anton Seidl,,,,complete,4,13
23925,http://api.menus.nypl.org/dishes/23925,,U.S.S.S.RALEIGH,LUNCHEON,NAV,YOKOHAMA, JAPAN,,,,CARD; ILLUS; 4.4 X 6;,,JAPANESE MOTIF ILLUSTRATION; SOME INITIALS ON BACK OF MENU;,1906-547,,,06/27/1906,U.S.S.S.Raleigh,,,,complete,2,6
23928,http://api.menus.nypl.org/dishes/23928,,BERT HOUGH AND TONY FRANKER,TABLE D'HOTE MEAL,COMMERCIAL,?,,,,,CARD;ILL;COL;5.25X7.75;,DAILY;,PABST BLUE RIBBON LOGO ON MENU;FRENCH CLARET SERVED FOR 25c;,1899-736,,,11/19/1899,Bert Hough And Tony Franker,,,,complete,2,18
23932,http://api.menus.nypl.org/dishes/23932,,PORCELLIAN CLUB,MENU,SOC,HARVARD UNIVERSITY, CAMBRIDGE, MA,,,FOLDER; ILLUS; COL; 3.50 x 3.25;,,ILLUS. OF PIG; DECORATIVE BORDER; HANDWRITTEN NOTATIONS INDICATE DUAL USE AS PLACE CARD,1884-004,,,12/06/1884,Porcellian Club,,,,complete,3,22
23933,http://api.menus.nypl.org/dishes/23933,,CAFE SAVARIN,DAILY MENU,COMMERCIAL,,,,,,CARD; 6.75 X 11;,,PRICED MENU AND WINE LIST;,1900-655,,,01/31/1900,Cafe Savarin,,Dollars,$,under review,2,408
23934,http://api.menus.nypl.org/dishes/23934,,HOTEL COLONIAL,DINNER,COMMERCIAL,NASSAU, THE BAHAMAS,,,,CARD; COL; 5 X 9;,,LOGO; BLUE STOCK;,1901-196,,,01/27/1901,Hotel Colonial,,,,complete,2,57
23935,http://api.menus.nypl.org/dishes/23935,,ST. REGIS HOTEL,LUNCHEON/DEJEUNER FOURCHETTE,COMMERCIAL,NEW YORK, NY,,,,CARD; 5X8;,,FRENCH AND ENGLISH;,1906-277,,,03/06/1906,St. Regis Hotel,,Dollars,$,complete,2,191
23936,http://api.menus.nypl.org/dishes/23936,,THE THORNDIKE,DAILY MENU,,BOSTON,MASS,,,,FOLDER;ILL; 3.5X4.5,,"EMBOSSED FIGURE ON FRONT COVER,PINK RIBBON AT LEFT",1888-050,,,05/25/1888,The Thorndike,,,,complete,5,23
23937,http://api.menus.nypl.org/dishes/23937,,SAINT DAVID'S SOCIETY OF THE STATE OF NEW YORK,63RD ANNUAL DINNER,PAT,SAVOY HOTEL, NEW YORK, NY,,,BOOKLET; ILLUS; COL; 6.5X9;,ANNIVERSARY;,"MENU IN WELSH & ENGLISH; MUSICAL PROGRAM, TOASTS, SONG SHEET; INDIVIDUAL PORTRAITS OF ALL OFFICERS & STEWARDS; COMMITTEES LISTED; DRAGON ON COVER;",1898-117,,,03/01/1898,Saint David's Society Of The State Of New York,,,,under review,18,28
23938,http://api.menus.nypl.org/dishes/23938,,MARINE SOCIETY OF NY,126TH ANNIVERSARY DINNER,PROF,HOFFMAN HOUSE CAFE', 7 BEAVER ST.NY,,,,BROADSHEET; ILLUS; COL; 5 X 7;,ANNUAL DINNER,,1896-011,,,01/13/1896,Marine Society Of Ny,,,,complete,2,19
23941,http://api.menus.nypl.org/dishes/23941,,SILSBE & SON OYSTER-HOUSE AND RESTAURANT,MENU,COMMERCIAL,203-205 SIXTH AVENUE,NEW YORK,NY,,,FOLDER;7X14;,DAILY;,OPPOSITE MACY'S;DATE HANDWRITTEN;,1901-902,,,04/12/1901,Silsbe & Son Oyster House And Restaurant,,Dollars,$,under review,4,457
23942,http://api.menus.nypl.org/dishes/23942,,FABYAN HOUSE,SUPPER,COMMERCIAL,WHITE MOUNTAINS, NH,,,,CARD; ILLUS; 4.5 X 7;,,AD FOR MOUNT WASHINGTON STAGE LINE;,1897-261,,,09/06/1897,Fabyan House,,,,complete,2,67
23943,http://api.menus.nypl.org/dishes/23943,,THE HOLBORN RESTAURANT,DAILY MENU,COMMERCIAL,LONDON, ENGLAND,,,,FOL; ILLUS; 5.25. x 8.25.;,,ILLUS. OF 5 DINING ROOMS IN REST; FLORAL & FRUIT BORDER; FRENCH & ENGLISH; INCLUDES PROGRAMME OF MUSIC,1881-048,,,01/13/1881,The Holborn Restaurant,,,,complete,4,50
23944,http://api.menus.nypl.org/dishes/23944,,ROYAL ARMY MEDICAL COLLEGE,DINNER,EDUC,ST. ERMIN'S HOTEL, LONDON, ENGLAND,,,CARD; 4.5X7.5;,,MENU IN FRENCH;,1905-757,,,10/17/1905,Royal Army Medical College,,,,complete,2,17
23945,http://api.menus.nypl.org/dishes/23945,,HOLLY INN,DINNER,COMMERCIAL,PINEHURSSST, N.C.,,,,BROADSIDE; ILLUS; 5 X 7;,,,1901-123,,,01/19/1901,Holly Inn,,,,complete,2,48
23946,http://api.menus.nypl.org/dishes/23946,,CONGRESS HOTEL COMPANY,SPECIAL LUNCHEON,COMMERCIAL,CHICAGO, IL,,,,CARD; ILLUS; COL; 4X7;,,TABLE D'HOTE SPECIAL LUNCHEON - 75 CENTS; ILLUSTRATION OF HOTEL AT TOP OF MENU;,1907-639,,,06/27/1907,Congress Hotel Company,,,,complete,2,21
23947,http://api.menus.nypl.org/dishes/23947,,MR. THOMAS W.WILSON,BACHELOR PARTY DINNER,SOC,HOTEL IROQUOIS, BUFFALO,NY,,,BOOKLET;6X9.75;,OTHER [BACHELOR PARTY];,PAGE FOR AUTOGRAPHS;,1905-700,,,09/13/1905,Mr. Thomas W.Wilson,,,,complete,4,21
23948,http://api.menus.nypl.org/dishes/23948,,PUTNAM HOUSE,DAILY MENU,COMMERCIAL,[NEW YORK, NY],,,,FOLDER; 6.75X10.0;,,PRICED DAILY BILL OF FARE;,1900-597,,,01/29/1900,Putnam House,,Dollars,$,complete,4,256
23949,http://api.menus.nypl.org/dishes/23949,,AMERICAN ASIATIC ASSOCIATION,"BREAKFAST IN HONOR OF TAI HUNG-TZU,VICE PRES.OF THE IMPERIAL CHINESE BOARD OF REVENUE & TUAN FANG,VICEROY OF MIN-CHE",PATR,MERCHANTS CLUB,NY,,,,BOOKLET; ILLUS; 4.5X7;,COMPLIMENTARY/TESTIMONIAL,WINES INCLUDED; EVENT WAS 1P.M. MENU MORE APPROPIATE FOR LUNCH THAN BREAKFAST;,1906-126,,,02/03/1906,American Asiatic Association,,,,complete,4,22
23950,http://api.menus.nypl.org/dishes/23950,,SPENCER DINING HALL CO.,DAILY MENU,COMMERCIAL,53 VESEY STREET, [NEW YORK, NY],,,FOLDER; ILLUS; COL; 6 X 10;,,"PRICED MENU; MUCH EMPHASIS ON PURITY; ILLUSTRATION OF COFFEE URNS, RED PRINT; DATE NOTED BY FEB;",1905-396,,,05/17/1905,Spencer Dining Hall Co.,,Dollars,$,complete,4,112
23951,http://api.menus.nypl.org/dishes/23951,,VENDOME HOTEL,LUNCHEON,COMMERCIAL,BOSTON, MASS;,,,,BROADSIDE; 4.75 X 6.25;,DAILY LUNCH,,1899-600,,,10/04/1899,Vendome Hotel,,,,complete,2,31
23952,http://api.menus.nypl.org/dishes/23952,,REGIMENTS VON HORN,75TH ANNIVERSARY DINNER,MIL,,,,,,CARDS; COL; ILLUS; 9 X 13;,OTHER (ANNIVERSARY?),GERMAN; SOLDIER; BATTLES; ORNAMENTAL BORDERS; 3 CARDS;,1890-050,,,03/25/1890,Regiments Von Horn,,,,complete,6,22
23953,http://api.menus.nypl.org/dishes/23953,,N.Y.&P.R.S.S.CO. - U.S.M.S. COAMO,BREAKFAST,COMMERCIAL,EN ROUTE,,,,,BROADSIDE; FLAG EMBLEM;4.5X6.25;,,,1905-540,,,07/04/1905,N.Y.&P.R.S.S.Co.   U.S.M.S. Coamo,,,,complete,2,28
23954,http://api.menus.nypl.org/dishes/23954,,RED STAR LINE,LUNCHEON,COMMERCIAL,S.S. KROONLAND,,,,,CARD; ILLUS; COL; 5.5 X 8;,,"LINE RAN BETWEEN ANTWERP AND NEW YOK, BOSTON AND PHILADELPHIA; ILLUSTRATION OF MEN AND WOMEN PLAYING QUOITS ON DECK; BACK OF MENU FOR USE AS POSTCARD;",1907-674,,,07/13/1907,Red Star Line,,,,complete,2,32
23955,http://api.menus.nypl.org/dishes/23955,,THE HOLLAND SOCIETY OF NEW YORK,TENTH ANNUAL DINNER,PATR,SHERRY'S, FIFTH AVENUE [NY],,,,FOLDER; ILLUS; COL; 7 X 10.75;,OTHER (ANNIV);,"ILLUS. OF GOV. JOHANNES DE GRAEF OF ST EUSTATIUS, DUTCH WEST INDIES AND DUTCH FARMER;  FRENCH AND DUTCH; ORANGE PRINT; SEATING PLAN ON ORANGE PAPER;",1895-026,,,01/29/1895,The Holland Society Of New York,,,,complete,4,36
23956,http://api.menus.nypl.org/dishes/23956,,CITIZENS BUSINESS LEAGUE,NINTH ANNUAL BANQUET,PROF,PLANKINTON HOUSE, MILWAUKEE, WI,,,FOLDER; ILLUS; COL; 6X6.5;,ANNIVERSARY;,"WINES LISTED; TOASTS, OFFICERS AND COMMITTEE LISTED; SKETCH OF WASHINGTON CUTTING DOWN CHERRY TREE; ON COVER IS ""A BRIGHT SPOT"", A PEARLIZED RED CICLE;",1907-250,,,02/21/1907,Citizens Business League,,,,complete,12,24
23958,http://api.menus.nypl.org/dishes/23958,,TAMPA BAY HOTEL,LUNCHEON,COMMERCIAL,TAMPA, FL,,,,CARD; ILLUS; COL; 4.5X6.75;,,HOTEL SEAL AT TOP;,1901-521,,,02/28/1901,Tampa Bay Hotel,,,,complete,2,43
23959,http://api.menus.nypl.org/dishes/23959,,LEINSTER REGIMENT,ANNUAL REGIMENTAL DINNER,MIL,THE WALNUT ROOMS, THE GRAND HOTEL, TRAFALGAR SQUARE, LONDON, ENGLAND,FOLDER; 4X6.25;,ANNIVERSARY;,WINES LISTED; MENU IN FRENCH;,1906-483,,,05/24/1906,Leinster Regiment,,,,complete,4,24
23960,http://api.menus.nypl.org/dishes/23960,,ST.GEORGE'S SOCIETY OF NEW YORK,DINNER,RELIG;,DELMONICO'S,[NEW YORK,NY?],,,BOOKLET;ILL;COL;5.5X7.25;,,EMBLEM;TOASTS;SONG WORDS PRINTED;,1901-980,,,04/23/1901,St.George's Society Of New York,,,,complete,12,22
23961,http://api.menus.nypl.org/dishes/23961,,FIFTH AVENUE HOTEL,DINNER,COMMERCIAL,NEW YORK,,,,,BROADSIDE; 5.5 X 8.5;,,INFORMATION WRITTEN BY FNB;,1897-223,,,07/04/1897,Fifth Avenue Hotel,,,,complete,2,72
23965,http://api.menus.nypl.org/dishes/23965,,U.S.S. LOUISIANA,DAILY MENU,NAV,AT SEA,,,,,BROADSIDE; 4 X 6;,,,1906-853,,,11/23/1906,U.S.S. Louisiana,,,,complete,2,15
23967,http://api.menus.nypl.org/dishes/23967,,HOTEL ADAMS,BANQUET TO THE PHOENIX & MARICOPA COUNTY BOARD OF TRADE,COMMERCIAL,PHOENIX,ARIZONA,,,,BROADSIDE [ON PINK SILK];4.75X10;,COMPLIMENTARY/TESTIMONIAL,MENU PRINTED ON SILK FABRIC & THEN PASTED ON CARDBOARD;WINES LISTED;,1906-316,,,03/18/1906,Hotel Adams,,,,complete,2,21
23969,http://api.menus.nypl.org/dishes/23969,,(MAHARAJA OF BARODA),DINNER,,MAKARPURA PALACE (BARODA,INDIA),,,,CARD;ILL;COL;7.25X4.75;,COMPL; FOR MAHARAJA SCINDIYA,MENU IN FRENCH;ANOTHER LANGUAGE ON MENU;ABOVE DATA FROM HANDWRITTEN MATERIAL ON BACK OF MENU;,1897-027,,,01/29/1897,Maharaja Of Baroda,,,,complete,2,13
23970,http://api.menus.nypl.org/dishes/23970,,(UNION CLUB),NEW YEAR'S DAY DINNER,COMMERCIAL,[CLEVELAND, OH],,,,BROADSIDE; ILLUS; 6X8.5;,SECULAR HOLIDAY;,INFO SUPPLIED BY FNB; FRENCH; ILLUSTRATION OF CLUB ON MENU;,1897-004,,,01/01/1897,Union Club,,,,complete,2,20
23971,http://api.menus.nypl.org/dishes/23971,,HOTEL ALCAZAR,LUNCHEON,COMMERCIAL,ST. AUGUSTINE, FL,,,,CARD; COL; 4 X 7.5;,,BLUE STOCK; PROGRAM OF JUBILEE SINGERS IN THE EVENING; NOTE ABOUT PURITY OF WATER;,1901-701,,,03/19/1901,Hotel Alcazar,,,,complete,2,46
23972,http://api.menus.nypl.org/dishes/23972,,PROVIDENCE LINE,DINNER MENU,COMMERCIAL,STEAMER RHODE ISLAND,,,,,BROADSHEET; ILLUS; COL; 11X8.5;,,INCLUDES PRICED WINE LIST;,1899-627,,,10/17/1899,Providence Line,,Dollars,$,complete,2,299
23973,http://api.menus.nypl.org/dishes/23973,,ROANOKE ASSOCIATES,DINNER,PATR,HOTEL MANHATTAN,NEW YORK [NY],,,,BOOKLET;ILL;COL;6X9;,ANNIVERSARY;,"MENU ITEMS ON DIFFERENT PAGES;WINES SERVED;BATTLE ILLUSTRATIONS,MAP OF OPERATIONS AT ROANOKE ISLAND,PROGRAM,NAMES,SONGS,POEMS LISTED;",1897-040,,,02/08/1897,Roanoke Associates,,,,complete,10,30
23974,http://api.menus.nypl.org/dishes/23974,,USMS NEW YORK,DINNER,,USMS NEW YORK,,,,,CARD;ILL;COL;4X6.25;,DAILY;,PRICED WINE LIST;FLAG;,1900-837,,,02/09/1900,U.S.M.S. New York,,Dollars,$,under review,2,93
23975,http://api.menus.nypl.org/dishes/23975,,NORDDEUTSCHER LLOYD BREMEN,FRUHSTUCK,COMMERCIAL,"SCHNELLDAMPFER ""HOHENZOLLERN""",,,,,CARD; ILLUS; COL; 5.25X8;,,GERMAN & ENGLISH; ILLUSTRATION OF SAILBOAT PASSING BEFORE MOUNTAINOUS SHORE;,1901-994,,,04/25/1901,Norddeutscher Lloyd Bremen,,,,complete,2,66
23976,http://api.menus.nypl.org/dishes/23976,,W.B.VEIRS ESQ.,DINNER TO MISS HELEN MERRILL,OTHER (PERSONAL),GRAND HOTEL,MELBOURNE,,,,FOLDER;ILL;COL;3.5X4.5;,COMPLIMENTARY/TESTIMONIAL,"FRENCH MENU WITH SEVERAL ITEMS ""A LA"" STATES OF THE US;",1899-552,,,08/19/1899,W.B.Veirs Esq.,,,,complete,3,11
23977,http://api.menus.nypl.org/dishes/23977,,PRESIDENT FALLIERES,HUNTING MENU TO MINISTERS OF FRANCE,GOVT,CHATEAU DE RAMBOUILLET, [FRANCE],,,,"CARD; ILLUS; COL, 8 X 11.5;",COMPLIMENTARY/TESTIMONIAL,MENU IN FRENCH; SEPIA ILLUSTRATION OF GAME BIRDS; INFORMATION NOTED BY FEB;,1907-108,,,01/18/1907,President Fallieres,,,,complete,2,7
23978,http://api.menus.nypl.org/dishes/23978,,AUTOMOBILE CLUB OF SYRACUSE,SIXTH ANNUAL BANQUET,COMMERCIAL,DATES, THE, SYRACUSE, NY,,BOOKLET; ILLUS; COL; 5.25X8.25;,ANNIVERSARY;,"EACH MENU ITEM FOLLOWED BY MOTOR TERMINOLOGY DESCRIPTION; INCLUDES WINES SERVED WITH INDIVIDUAL COURSES; TOASTS LISTED; CONCERT PROGRAM; OFFICERS AND BANQUET COMMITTEE LISTED; PHOTOGRAPH OF ABRAHAM LINCOLN ON COVER, ALONG WITH SKETCHES OF MOTOR TOURING CA",1908-145,,,02/12/1908,Automobile Club Of Syracuse,,,,under review,12,24
23980,http://api.menus.nypl.org/dishes/23980,,SOUTH BROOKLYN BOARD OF TRADE,9NTH ANNUAL DINNER,PROF,BROOKLYN,NY,,,,FOLDER; ILLUS; COL; 4.5X6;,ANNUAL;,OFFICERS & DINNER COMMITTEE MEMBERS LISTED;,1906-157,,,02/12/1906,South Brooklyn Board Of Trade,,,,complete,8,23
